id,review,label
15,"Kesini pada musim hujan jadi momen yang sulit karena untuk mendapatkan view gunung merapi harus mencari jam yang tepat. Atau bakal seperti saya. Kedatangan saya kesini waktu sore hari dan mendung pekat al hasil. Gunung merapinya tidak kelihatan karena tertutup kabut / awan tebal juga sempat hujan lebat sesaat. otomatis kami belum hunting foto sampe puas harus rela bubar jalan untuk mencari tempat berteduh. Untuk menuju lokasi ini sangat mudah karena jalannya sudah terhitung bagus. banyak warung dan toko kelontong yang bisa kita beli kalo membutuhkan  sesuatu. misal makan, minum, tisu, snack bahkan cindera mata. selain merapi ada objek wisata berupa bunker jepang.  dan wahana wisata lain yang disediakan penduduk sekitar",1
16,"Kalo menurut saya ini bagus tapi saat erupsi perlu diwaspadai karena mungkin mengeluarkan lava , magma, dan batu panas",0
17,"banyak keseruan di sini, wajib kesini, apalagi mengetahui tempat2 desa mbah marijan. Lava tour merapi ! 🤗",1
18,"Merapi adalah salah satu gunung berapi yang masih aktif. Berada di perbatasan Daerah Istimewa Yogyakarta, Magelang dan Boyolali. Selain utk kegiatan naik gunung , disana ada wisata Tour Lava dengan mengendarai jeep berkeliling daerah daerah yang terkena letusan merapi denga meninggalkan bekas batu batu besar dan bangunan yg kena lahar. Di sisi Selatan di daerah Kaliurang banyak villa dan hotel yang disewakan. Sekeliling kaki merapi yang subur ada perkebunan salak pondoh yang terkenal manis.",1
19,Sangat seru dengan permainan motor jip nya,1
20,Gunung yg indah.. gak kalah indah sama gunung fuji di jepang.. Gunung yg menjadi penopang kehidupa. Yogyakarta.. Terlihat berdiri kokoh sendirian..kesepia .. tapi memberikan manfaat luar biasa bagi tanah di sekitarnya.. Bagiku merapi adalah keindahan yg harus diabadikan.. keindahan yg harus dijaga.. Merapi adalah salah satu tempat pulang..,1
21,"Tempat indah untuk melepas penat, bisa kemping atau sekedar jalan jalan. Bisa ke gardu pandang untuk melihat puncak merapi, bisa juga jalan menembus hutan menuju puncak merapi. Di kaliadem bisa melihat sisa erupsi. Ada gua jepang, telogo putri. Di kaliurang bisa juga menikmati jadah tempe, yg cukup terkenal dan populer, jadah tempe mbah carik. Selalu ramai pengunjung tiap harinya.",1
22,"Gunung Merapi&nbsp;(ketinggian puncak 2.930 mdpl, per 2010) (Hanacaraka:&nbsp;ꦒꦸꦤꦸꦁ​ꦩꦼꦫꦥꦶ&nbsp;) adalah&nbsp;gunung berapi&nbsp;di bagian tengah&nbsp;Pulau Jawa&nbsp;dan merupakan salah satu gunung api teraktif di&nbsp;Indonesia. Lereng sisi selatan berada dalam administrasi&nbsp;Kabupaten Sleman,&nbsp;Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi&nbsp;Jawa Tengah, yaitu&nbsp;Kabupaten Magelang&nbsp;di sisi barat,&nbsp;Kabupaten Boyolali&nbsp;di sisi utara dan timur, serta&nbsp;Kabupaten Klaten&nbsp;di sisi tenggara. Kawasan hutan di sekitar puncaknya menjadi kawasan&nbsp;Taman Nasional Gunung Merapisejak tahun 2004.  Gunung ini sangat berbahaya karena menurut catatan modern mengalami&nbsp;erupsi&nbsp;setiap dua sampai lima tahun sekali dan dikelilingi oleh permukiman yang sangat padat. Sejak tahun&nbsp;1548, gunung ini sudah meletus sebanyak 68 kali.[butuh rujukan]&nbsp;Kota Magelang&nbsp;dan&nbsp;Kota Yogyakarta&nbsp;adalah kota besar terdekat, berjarak kurang dari 30&nbsp;km dari puncaknya. Di lerengnya masih terdapat permukiman sampai ketinggian 1700&nbsp;m&nbsp;dan hanya berjarak empat kilometer dari puncak. Oleh karena tingkat kepentingannya ini, Merapi menjadi salah satu dari enam belas gunung api dunia yang termasuk dalam proyek&nbsp;Gunung Api Dekade Ini&nbsp;(Decade Volcanoes).[",-1
23,Gunung yang menyimpan berjuta misteri..salah satu gunung aktif yg ramai dkunjungi namun untuk saat ini dtutup krena aktivitasnya ckup berbahaya Mnuju puncaknya bsa dtempuh 4-5jam walaupun pihak BC hnya membatasi pndakian smpe Pasar Bubrah..altrnatif ksini bisa tektokan atau camping BC ckup luas dan trsedia beberpa kbituhan pndakian..nampak gunung merbabu terlihat gagah didepanya Menuju batas vegetasi medanya berpasir dan ckup licin jdi harus hati2 Selain itu tetap fokus jka ingin berfoto jgn smpai trulang kembali hal buruk yg prnah ada Jgn lupa bawa kembali turun sampahmu..salam lestari,0
24,"Terkenal dengan tagar '' merapi tak pernah ingkar janji '' merupakan pandakian yang cukup menantang dengan trek pasir berbatu dimulai dari pos aman batas pendakian terakhir yaitu pasar bubrah. Seperti merapi, pendaki juga harusnya tak ingkar janji dengan tidak melakukan vandalisme dan meninggalkan sampah logistik diarea gunung merapi.",0
25,Rekreasi yg sangat memacu adrenalin. Tdk disarankan untuk wanita hamil dan manula krena trex yg dilalui cukp mengguncang dgn menggunakan jip yg disewakan.. Panas dan berdebu disarankan menggunakan kacamata dan masker..  Untuk fasilitas toile mmg ada disetiap pemberhentianya tp sanga seadanya..  Untuk maknpun harganya cukup mahal... Tp perjuangannya terbayar ketika sampai puncak merapi..  Subhannalloh..,1
26,"Gunung Merapi salah satu gunung yang sangat aktif &amp; berbahaya di dunia. Dengan wedus gembel yang bisa membakar &amp; meluluh lantakkan benda-2 yang dilewati, ataupun manusia. Letusan yang sangat dahsyat terjadi pada th. 2010 yang menyebabkan banyak korban jiwa &amp; kerugian harta. Juru kunci yang legendaris yaitu Mbah Marijan juga menjadi korban pada letusan tersebut. Namun dibalik bahaya Merapi, ada satu sisi yaitu kesuburan &amp; keindahan alamnya",0
27,"untuk saat ini pendakian gunung merapi ditutup sampai batas waktu tidak ditentukan, dikarnakan aktivitas gunung merapi yang mulai meningkat.  diharapkan agar semua pendaki mentaati peraturan ini demi keselamatan jiwa. salam lestari-",0
28,Benar ini gunung Merapi ya lebih tinggi dari awan keliatan nya dari foto pemanDangan nya bagus banget saya sangat suka andai kan saya orang sana pasti saya selalu melihat nya tapi tidak papa asal kan saya sudah melihatnya👍,1
29,lumayan seru saat naik jeep apalagi saat ramai2 paling asik dan menyenangkan,1
30,"Setelah anda berkunjung ke museum merapi, rasanya masih ada yang kurang jika anda tidak berkunjung ke lereng merapi. Banyak hal yang dapat anda lakukan ditempat ini, salah satunya anda dapat mencicipi kegiatan yang memacu adrenalin ditempat yang satu ini. Anda dapat melakukan tour dengan jeep di lereng merapi, selain dapat memacu adrenalin anda pun dapat menikmati keindahan alam sekitar lereng merapi. Atau jika anda lebih suka mengunggangi motor trail, ada beberapa orang yang menyediakan motor trail yang bisa anda sewa.",1
31,"Salah satu gunung berapi paling aktif di indonesia, abu gunung ini yang sering disebut sebagai wedus gembel membawa kesuburan bagi warga sekitar. Namun karena statusnya sebagai gunung berapi aktif tak jarang, tiba-tiba mengeluarkan erupsi.  Gunung ini memiliki banyak jalur pendakian namun paling enak lewat kaliurang karena disuguhkan banyak pemandangan.",0
32,Pemandangannya bagus adem di mata jalanan lika liku khas pegunungan,1
33,"Perjalan dipagi hari menuju gunung Merapi sangatlah asyik, menyusuri rimbunnya pepohonan dan perkebunan salak. ditambah suhu udara yang mendukung untuk menyejukan hati.",1
34,View puncak gunung terkeren yg pernah saya temui dari sekian gunung yg pernah saya daki.,1
35,"Pengalaman tidak terlupakan ketika berkemah dipasar bubrah Sepanjang malam hujan dan badai angin , tenda , baju daN alas tidur basah semua , malam yang terasa sangat berat karena cuaca dingin yang ekstrim tapi alhamdulillah semua terbayar Pas pagi2nya merayap menuju puncak , meski cuaca tidak terlalu cerah tapi view dari puncak sangat menakjubkan , pemandangan gunung merbabu dari puncak merapi sangat indah , pengalaman yang sangat tidak terlupakan , semoga dikasih kesempatan kembali untuk mengunjungi puncak merapi kembali",1
36,"Naik dari jalur selo, bisa 1 hari perjalanan tanpa ngecamp. Akses sudah mudah dan fasilitas juga lumayan jelas untuk mencapai puncaknya.",1
37,Gunung merapi dan pesonanya.,1
38,"Gunung Merapi merupakan objek pendakian yang populer. karena gunung ini merupakan gunung yang sangat mempesona. Jalur pendakian yang paling umum dan dekat adalah melalui sisi utara dari&nbsp;Sélo,&nbsp;Kabupaten Boyolali,&nbsp;Jawa Tengah, tepatnya di Desa&nbsp;Plalangan, Selo, Boyolali, Desa ini terletak di antara Gunung Merapi dan&nbsp;Gunung Merbabu. Pendakian melalui Selo memakan waktu sekitar 4-5 jam hingga ke puncak.  Jalur populer lain adalah melalui&nbsp;Kaliurang, Kecamatan&nbsp;Pakem,&nbsp;Kabupaten Sleman,&nbsp;Yogyakarta&nbsp;di sisi selatan. Jalur ini lebih terjal dan memakan waktu sekitar 6-7 jam hingga ke puncak. Jalur alternatif yang lain adalah melalui sisi barat laut, dimulai dari&nbsp;Sawangan,&nbsp;Kabupaten Magelang,&nbsp;Jawa Tengah&nbsp;dan melalui sisi tenggara, dari arah Deles, Kecamatan&nbsp;Kemalang,&nbsp;Kabupaten Klaten,&nbsp;Jawa Tengah.",1
39,"Salah satu gunung berapi yang masih aktif,dengan ketinggian (2930 mdpl). Jika mendaki ke gunung ini sebaiknya ikuti aturan yang ada,tidak boleh sampai puncak,sudah tepampang aturan di pasar bubrah,banyak yg sudah jadi korban atas keganasan gunung ini.",0
40,Tidak begitu dingin. Pemandangannya sangat indah. Jalur babadan merupakan jalur pendakian berbasis konservasi. Tracknya lumayan vutam untuk pemula.,1
41,"Sebuah gunung dengan beberapa jalur pendakian.  Salah satunya adalah jalur pendakian via New Selo,  merupakan jalur pendakian yang jarak tempuhnya cukup singkat yaitu kurang lebih 3 jam.  Jalur ini diawali dengan trek yang cukup menanjak,  dengan vegetasi yang cukup memberikan perlindungan dari panas matahari.  Setelah pos 1 jalur mulai menyempit dengan tepi jalan yang berupa jurang-jurang.  Dalam jarur pendakian akan dijumpai pemandangan yang begitu menakjubkan,  gunung Merbabu berdiri gagah,  kemudian dari kejauhan terlihat puncak gunung Sumbing.  Jika beruntung,  kita akan menjumpai lautan awan yang begitu menakjubkan pula.",1
42,"gunung dengan ketinggian 2930mdpl atau 9600feet ini merupakan salah satu gunung api teraktif didunia. jalur resmi pendakian gunung ini paling terkenal adalah via selo boyolali, jawa tengah. pendakian sebenarnya hanya diperbolehkan sampai pasar bubrah tidak diperkenankan untuk pendaki sampai ke puncak tertinggi merapi, yaitu puncak garuda (saat ini telah hilang) karena sangat berbahaya.",0
43,pemandanganya bagus dengan puncak kawah yang khas. treknya 11 12 sam mahameru lah. mantap banget buat nguras tenaga hehe,1
44,Indahnya rasa panas ketika sedang eruksi,1
45,Gunung kebanggaan warga yogya dan jateng. Gunung berapi paling aktif di indonesia paling terkenal di Indonesia..,1
46,"Gunung ini sangat berbahaya karena menurut catatan modern mengalami&nbsp;erupsi&nbsp;setiap dua sampai lima tahun sekali dan dikelilingi oleh permukiman yang sangat padat. Sejak tahun&nbsp;1548, gunung ini sudah meletus sebanyak 68 kali.&nbsp;Kota Magelang&nbsp;dan&nbsp;Kota Yogyakarta&nbsp;adalah kota besar terdekat, berjarak kurang dari 30&nbsp;km dari puncaknya. Di lerengnya masih terdapat permukiman sampai ketinggian 1700&nbsp;mdpl&nbsp;dan hanya berjarak empat kilometer dari puncak.",-1
47,Banyak pemandangan sangat indah yang bisa dilewati dalam jalur pendakian yang luar biasa menantang ini.,1
48,Gunung berapi paling kugilai....😄🙏,1
49,"Salah satu gunung berapi teraktif diindonesia, jika erupsi dampaknya sangat berbahaya bagi penduduk yang berada dilereng gunung berapi,saat letusan terjadi ada fenomena alam yang sangat menakutkan dan sangat merusak lingkungan dan membinasakan yang dilewatinya yang dikenal dengan nama ""WEDUS GEMBEL""",-1
50,"Gunung yg terkenal dengan gunung berapi ini menawarkan keindahan kawah yg meletus di tahun 2010an. Utk mencapai puncaknya harus daki melewati pasir yg tebal dan bikin pernafasan sesak. Utk treknya lumayan sulit soalnyaa bebatuan, terus pasir. Jadi hati2 yaa guyss kalo ke gunung merapi",0
51,"Visualisasi aktivitas guguran lava pijar Gunung Merapi yang difoto dari kawasan Tritis, Turi, Sleman Yogyakarta dengan radius 6,7 km dari puncak Merapi, pada 10 Januari 2021.",0
52,"keren, yang mau tanya2 silahkan..",1
53,"Muncak di tahun 2012, 2 tahun setelah erupsi besar 2010... Erupsi besar merubah wajah puncak Merapi... Andai mau ke puncak lihat kondisi gunung.. Kalo pas status  normal OK lah.. bisa lanjut ke puncak.. tapi kalo ada informasi status di luar normal jangan sekali2 nekat u naik ke puncak.. resiko besar... Jalur puncak sangat terjal dan batu an yang g stabil.. karena mudah jatuh. Dari pasar Bubrah ke puncak naik sekitar 1 jam...",0
54,"Tempat buat ngecamp sangat bagus, pemandangannya juga sangat indah❤️  pencinta alam pasti suka ini👍",1
55,Gunung seribu bintang nih. Pas cuaca cerah kamu bisa menikmati bintang2 di pasar bubrah. Treking nya egk begitu terjal. Lumayan lah buat pemula. Hati2 pas kepuncaknya yaa. Soalnya berpasir. Dan harus memilih tajakan yg pas. Puncak rajawali is the best 😊,1
56,"Gunung Merapi adalah salah satu gunung api paling aktif di dunia yang berada di perbatasan Provinsi Daerah Istimewa Yogyakarta dan Provinsi Jawa Tengah. Meski sering aktif, Gunung Merapi selalu menjadi tujuan para pendaki.",1
57,"Merapi tak pernah ingkar janji. Gunung Merapi merupakan salah satu gunung yang ada di DIY, tepatnya di Kabupaten Sleman Provinsi DIY. Gunung ini dapat ditempuh dengan waktu 35 menit dari Kota Yogyakarta. Bisa menggunakan kendaraan roda 4 ataupun roda 2. Anda bisa mendaki atau wisata alami melihat pepohonan dan erupsi letusan merapi. Ini sangat cocok untuk melepaskan penat sekaligus merasakan sejuknya udara di Gunung yang masih alami. Kesegaran akan menjadi milik anda. Selain itu batuan besar yang asli dan unik dapat anda jumpai di sana. Untuk menambah kenikmatan anda dapat bepergian dengan pasangan anda atau keluarga anda. Anda juga akan disuguhkan dengan pandangan dari ketinggian. Anda hanya akan menghabiskan kocek Rp. 15.000 untuk akomoodasi trakking Selamat menikmati",1
58,"Gunung Merapi adalah salah satu gunung favorit bagi para pendaki pemula maupun lama, disini kita dapat sedikit bermanja dengan keindahan dan kegagahannya, tempat yg tepat untuk kabur dari rutinitas sehari-hari, yg mana sangat cocok untuk kalian yg ingin menghabiskan waktu libur dengan ngecamp/ camping, dengan jarak tempuh 2-3 jam dari basecamp (jalan santai) merapi menjadi gunung idaman yg selalu dikunjungi banyak pendaki.  Gunung Merapi (ketinggian puncak 2.930 m dpl, per 2010) adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah, yaitu Kabupaten Magelang di sisi barat, Kabupaten Boyolali di sisi utara dan timur, serta Kabupaten Klaten di sisi tenggara. Kawasan hutan di sekitar puncaknya menjadi kawasan Taman Nasional Gunung Merapi sejak tahun 2004.  Gunung ini sangat berbahaya karena menurut catatan modern mengalami erupsi (puncak keaktifan) setiap dua sampai lima tahun sekali dan dikelilingi oleh permukiman yang sangat padat. Sejak tahun 1548, gunung ini sudah meletus sebanyak 68 kali.[butuh rujukan] Kota Magelang dan Kota Yogyakarta adalah kota besar terdekat, berjarak di bawah 30 km dari puncaknya. Di lerengnya masih terdapat permukiman sampai ketinggian 1700 m dan hanya berjarak empat kilometer dari puncak. Oleh karena tingkat kepentingannya ini, Merapi menjadi salah satu dari enam belas gunung api dunia yang termasuk dalam proyek Gunung Api Dekade Ini (Decade Volcanoes). (Wikipedia)",-1
59,Gunung berapi aktif yang terletak di perbatasan Jogja - Jateng ini menyimpan keindahan alam yang tiada tara. Semoga kondisi merapi segera membaik kembali,1
60,"Diambil dari desa ndeles , saat status siaga",0
61,"Disarankan untuk pengguna angkutan umum, untuk sampai sana sebelum jam 5 Karena sudah jarang ada angkutan umum setelah jam 5",0
62,Letusan 1 Juni 2018 dan 11 Mei 2018,0
63,"track berpasir dari gunung merapi ini,beberapa kali terpeleset buat hiking ke puncak ,dan pada akhirnya bisa jg sampai di pos pasar bubrah,amazing,kalian harus coba buat kesini,#lovehiking",1
64,"Gunung Merapi adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah.",0
65,"Gunung Merapi, trek nya mantap, tapi sekarang masih ditutup jalur pendakiannya karena terpantau aktiv. View nya sangat indah, megah. Semoga gunung Merapi lekas kondusif kembali.",1
66,Gagah banget dilihat dari jarak segini. Pengen muncak merapi lagi jadinya,1
67,"Cukup rindu untuk menikmati alam merapi. Merapi seperti hidup, ia bernafas. Pepohonan yang sedikit, mungkin terasa lebih dingin dibanding gunung lainnya. cukup terasa sekali aktivitasnya. Beberapa track bebatuan, kanan-kiri jurang. Terakhir kesini masih ingat sekali, cuaca sedang gerimis mesra. Merbabu pernah dinaiki dan jadj primadona. Terlihat jelas karena merapi merbabu hanya dibatasi jalan. Sayang hanya diperbolehkan untuk ndaki sampai pasar bubrah. Wonderfull Indonesia, masya allah.",1
68,Selalu dan selalu pengen naik ke sini Nggak ngebosenin Pokoknya mantap,1
69,terlihat jelas tadi pagi sekitar pukul 07.40 merapi mengeluarkan wedhus gembelnya. warga di sepanjang jalan memotret fenomena ini. dikabarkan pula terjadi hujan abu disekitaran lingkungan lereng gunung merapi. tetap waspada dan jangan panik. semoga semua baik2 saja,0
70,Awesome. Sudah beberapa Kali nge trip ke sini. Tetep aja Suka.. Aku sangat menikmatinya,1
71,Indonesia memang kaya sekali !!,1
72,"Wah siapa yang mau datang kesini?  Tempatnya pliss deh ciptaan Tuhan itu memang indah banget ya...pertama kali datang ke Merapi tuh ga bisa berhenti melihat keindahannya.  Pengalaman yang saya rasakan ketika disana sangat menyenangkan, pluss membuat deg deg-an juga soalnya dari tempat parkir bus untuk menuju ke kawasan wisata nya tuh naik mobil Jeep terbuka gitu, dan jalannya tuh banyak sekali batu hehehe jadi lumayan lah deg deg-an. Hehehe :)  Oh iya bagi temen-temen yang ingin berkunjung ke Merapi jangan lupa pakai masker ya soalnya banyak debu. Oh iya kalo bisa pake sepatu juga biar kaki nya ga lecet...  Bagi kalian yang berminat datang ke Merapi, siap siap mulai dari sekarang ya...",1
73,Gunung paling cepat pendakian apalagi kalo lewat jalur evakuasi lebih cepat sampai pasar bubrah.,1
74,Mau ke sini lagi tapi kapan yah ke sini lagi melihat pemandangan gunung merapi mbah marijan,1
75,Saya alsinya suka di tempat ini tapi saya takut biasanya kan merapi kan meletus ya udah ya gitu si kalau teman aku sangat takut sekali kalau aku agak takut dikit alsinya kalau gunung itu berbahaya nya cuma meletus,0
76,"Merapi via selo (trekking akhir Mei 2017) : jalurnya singkat tapi kerikil dan pasirnya bikin rawan terpleset. Tetap sebaiknya ikuti anjuran pendakian hanya sampai Pasar Bubrah, meskipun banyak sekali yg melanggar.  Tidak ada sumber air. (ini foto dari watugajah ya)",-1
77,Pertama kali saya ndaki gunung dan ini sudah ke 2 kalinya saya kesini,0
78,"Gunung yang amat cantik dan dingin, utamakan selalu sopan santun dan keselamatan di sini. Puncak adalah bonus, pulang ke rumah masing-masing dengan selamat adalah target",1
79,Kekuatan yg tersembunyi ada di Gunung Merapi ... Menjaga keseimbangan alam,1
80,dulu sering berkunjung kesini karena jaraknya yang dekat dengan yogyakarta dan waktu pendakian yang singkat menjadikan gunung merapi salah satu favorit saya,1
81,Via selo. Disetiap track menyuguhkan pemandangan nan indah. Saat mencapai puncak kita bisa liat ghnung merbabu di sebrangnya,1
82,"Gunung Merapi adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia.  Lokasi gunung di sebelah barat kabupaten boyolali , untuk lokasi gunung bersebelahan dengan gunung merbabu",0
83,gunung yang gagah dan menyimpan banyak misteri,1
84,Posisi berada di Turgo...terlihat Merapi dan situasi sedikit mengeluarkan asap,-1
85,Pagi sampai siang telah berlalu tiba saatnya waktu senja tiba pemandangan di langit merapi di sore ini sungguh luar biasa,1
86,"Info masih tutup coz masih aktif siaga 3, tunggu info terupdatenya",0
87,"mendaki Gunung merapi bisa ditempuh dalam waktu sekitar 3-4jam dari Basecamp,enaknya naik tengah malem pukul 00.00 atau 01.00  biar sampe puncak/pasar bubrah pas sunrise",0
88,"Di kenal dengan mistis dan letusan terdahsyat 2010, Merapi bukan gunung yang bersahabat, tak pernah alami badai hebat karena kesalahannya salah satu pendaki kita kena imbas hujan es",-1
89,"Gunung dengan pemandangan yang menakjubkan,  berangkat dan pulang disuguhi lautan awan yang luar biasa memesona (Alhamdulillah sepanjang perjalanan cuaca cerah, ini pendakian di bulan mei 2017)",1
90,"Indah sekali....  Gunung Merapi (ketinggian puncak 2.930 mdpl, per 2010) (Hanacaraka:ꦒꦸꦤꦸꦁ​ꦩꦼꦫꦥꦶ) adalah gunung berapi di bagian tengah Pulau Jawa dan merupakan salah satu gunung api teraktif di Indonesia. Lereng sisi selatan berada dalam administrasi Kabupaten Sleman, Daerah Istimewa Yogyakarta, dan sisanya berada dalam wilayah Provinsi Jawa Tengah, yaitu Kabupaten Magelang di sisi barat, Kabupaten Boyolali di sisi utara dan timur, serta Kabupaten Klaten di sisi tenggara. Kawasan hutan di sekitar puncaknya menjadi kawasan Taman Nasional Gunung Merapi sejak tahun 2004.  Gunung ini memiliki potensi kebencanaan yang tinggi karena menurut catatan modern mengalami erupsi setiap dua sampai lima tahun sekali dan dikelilingi oleh permukiman yang padat. Sejak tahun 1548, gunung ini sudah meletus sebanyak 68 kali.[butuh rujukan] Kota Magelang dan Kota Yogyakarta adalah kota besar terdekat, berjarak kurang dari 30 km dari puncaknya. Di lerengnya masih terdapat permukiman sampai ketinggian 1.700 meter dan hanya berjarak empat kilometer dari puncak. Oleh karena tingkat kepentingannya ini, Merapi menjadi salah satu dari enam belas gunung api dunia yang termasuk dalam proyek Gunung Api Dekade Ini (Decade Volcanoes).[1]",1
91,Anda suka adventure? Ini salah satu yang wajib anda coba.. Merapi merupakan gunung paling aktif diindonesia... Tersedia penyewaan jeep bila ingin pertualangan yg lebih asik,1
92,Gunung Merapi adalah gunung yang terletak di Jawa tengah.. kita bisa melihat beberapa objek wisata yang menarik disana. Bagi temen temen yang suka baking disini adalah tempat yang sangat menarik untuk dikunjungi. So... Coba saja ke daerah ini mantep mantep lah. Cocok buat selfie cocok buat adventure kelas ringan sekali. Wkwkwkwk .. jadi ayo berlibur guys,1
