id,review,label
13,"Candi Prambanan merupakan Candi Hindu terbesar di Indonesia yang sangat indah dan megah serta merupakan warisan budaya Indonesia sekaligus situs warisan dunia UNESCO yang sangat dilindungi kelestariannya oleh pemerintah. Candi Prambanan merupakan salah satu candi yang sangat terkenal dan menjadi daya tarik kunjungan wisatawan baik lokal maupun mancanegara. Taman dan lingkungan Candi Prambanan sangat luas, asri, rapih dan bersih. Banyak sekali mengambil spot foto disini sampai tidak terasa sudah berjam jam mengelilingi kompleks Candi Prambanan. Kalau ingin mengetahui lebih detail mengenai candi Prambanan ada jasa guide yang siap membantu menerangkan sambal keliling candi sekaligus membantu untuk mengambil foto. Oh ya… Candi Prambanan ini terdiri dari beberapa candi, Candi Utama yang paling tinggi serta posisinya ditengah adalah Candi Siwa, berikutnya candi Brahma dan Wishnu yang berukuran sama, selanjutnya ada Candi Wahana terdiri dari 3 candi yaitu candi angsa, candi garuda, dan candi nandi. Ada juga Candi Apit, Candi Kelir, Candi Patok dan candi Perwara, serta tumpukan batu batu candi yang masih berserakan. Arsitektur yang sangat luar biasa, Padahal dulu belum ada semen dan belum ada mesin secanggih jaman sekarang. Sehabis jalan2 mengelilingi kompleks candi Prambanan, kita bisa mencoba menaiki kendaraan tayo mengelilingi candi disekitarnya yaitu candi Sewu,Candi Bubrah dan Candi Lumbung. Disini juga ada pasar oleh-oleh Prambanan, Disini sangat lengkap mulai dari pernak Pernik cinderamata, pakaian sampai makanan dan minuman. Di area pelataran parkir Prambanan ada mobil mobil jip offroad yang siap menawarkan paket wisata mengelilingi tempat wisata di luar kompleks candi Prambanan",1
14,"Late post 31 Des 2021 berkesempatan ke Prambanan, akhirnya bs kesni lg stlh sekian lama, sama seperti Candi Borobudur selama masa pandemi tdk boleh naik keatas candi & hanya boleh di pelatarannya saja & masuk dgn apk. peduli lindungi. Disini tersedia jg mobil golf dgn harga 200K per mobil dgn kapasitas 5 org, lbh mahal dibanding borobudur yg cm 20K per org, bedanya dgn borobudur,kalo di borobudur mobil golf hnya sbg pengantar, di prambanan kami berkesempatan untuk berkeliling jg, melihat candi lumbung, candi bubrah & jg mengunjungi candi sewu, lngkap dgn mas²nya sbg tour guide yg bercerita panjang lebar ttg candi² tsb. oiya, stlh selesai mengelilingi area komplek candi prambanan, tentunya tujuan terakhir kita ya Candi Prambanan itu sendiri, tp mobil golf yg mngantar kita berkeliling tdk bs menunggu, so yaa kita tetap berjalan kaki stlh berpuas diri berfoto² di Candi Prambanan, menuju pintu keluar. byk bgt foto dsni, tp krna untuk koleksi pribadi, I'm so sorry I can't to share it, saking senengnya sampe lupa ambil foto khusus untuk dipost dsni. oiya, menuju candi prambanan dr Jogja bs jg menggunakan transjogja jg lho, tp dr terminal pemberhentian menuju pintu masuk, lumayan jg jika harus berjalan kaki.",0
15,"Candi I I letaknya di pinggir kota jogja per atasan dengan klaten. Sangat midah dijangkau karena letaknya di jalan utama jogja. Areanya sangat luas Dan bersih namun saat ini sedang ada pemugaran beberapa Candi. Tp Masih bisa dikunjungi kok. Area parkirnya sangat luas bisa juga bis besar masuk kesini. Ada toilet ya Dan bersih HTM 50k dewasa, 25k anak anak. Ada juga tiket terusan start 75k/orang bisa terusan ke Candi yg lainnya. Tidak boleh bawa minum Dan makanan ya kecuali bawa anak baru boleh. Klo kesini bawa topi atau paying sendiri karena panas sekali. Pembarayan bisa debit kredit cash QRIS",0
16,"Situs sejarah dan tempat wisata yang sangat menarik. Melihat budaya,  seni dan arsitektur zaman purba yang sudah mampu menghasilkan bangunan candi yang luar biasa megah dan rumit.  Harga tiket 50.000 Klo tiket terusan ke candi Ratu Boko jadi 85.000  Pelayanan baik. Kebersihan cukup baik. Klo mau transportasi murah ke candi ini, bisa pake trans jogja n bayar pake shopypay. (Dari Malioboro ke Prambanan cuma bayar 2.700 rp  pake shopypay.) ☺฀  Trus dari halte trans jogja sambung dengan naik becak motor ke Prambanan.  Sebaiknya datang ke sini pagi banget atau sore  supaya gak panas. Klo matahari terik2nya, pake payung atau topi tetap panas. 😁    Minus: - Tidak begitu ramah anak, orang tua dan orang yang pakai kursi roda, soalnya akan jalan jauh mengelilingi pelataran candi yang luas dan ada tangganya. - Bagi orang yang perlu tepat jam untuk  makan akan kesulitan soalnya tempat makan siang berada jauh di luar area dan tidak bisa bawa makanan ke dalam. - Klo lagi banyak orang, agak kesulitan untuk melihat petunjuk masuk, keluar, dan jalur untuk jalan. Tetapi, sangat rekomen. 👍",0
17,"situs warisan dunia yang wajib banget dikunjungi kalau lewat perbatasan jogja klaten Masih banyak candi yang terus dipugar dan sangat menarik untuk dikunjungi, disimak kisahnya dan diabadikan momentnya. aksesibilitas mudah. tiket 50rb dewasa dan 25rb anak anak, dengan keindahan dan sejarah yg luar biasa sih tergolong murah ya. Tidak diperkenankan membawa makanan minuman dr luar dengan harapan tidak mengotori kawasan candi, makanan minuman bisa dibeli di pintu keluar. akses ramah difabel, tersedia tayo shutle kalau tidak mau ribet jalan jauh. sarat kisah roro jonggrang dan persebaran agama hindu di jawa, baiknya menyewa guide disana supaya lebih detil informasi yang diterima sehingga tidak hanya melihat candi sebagai tumpukan batu.  toilet musholla memadai, klinik tersedia untuk tamu yg membutuhkan pertolongan medis. parkir luas, kebersihan ok dan yg jelas sangat rekomen.",1
18,"Tempatnya masih asri, dari area komplek candi bisa melihat pemandangan alam. Komplek candi prambanan cukup luas, penataan nya cukup baik, fasilitas juga cukup lengkap dan parkir luas. Tempat candi, area binatang dan penjual souvenir dibuat terpisah tapi dalam satu jalur menuju area keluar. Ada juga sewa sepeda maupun bus utk keliling komplek.",1
19,Salah satu candi Hindu terbesar yang ada di Indonesia berlokasi di sleman Daerah Istimewa Yogyakarta yang sering di sebut candi roro jonggrang dengan kisah di baliknya. Candi ini menawarkan wisata sejarah yang sangat perlu di lestarikan. Dengan lahan yang sangat luas di area candi sehingga banyak kita temukan tempat2 atau spot yang indah untuk foto ada juga  resto atau cafe di dalamnya. Dan untuk toilet dan tempat ibadah juga bisa kita temukan dengan mudah. Banyak pepohonan sehingga area di sekitar  candi begitu rindang dan sejuk. Kemudian di depan di pintu keluar kita juga bisa menemukan banyak pedagang yang menjual oleh oleh atau  cendramata khas candi prambanan. Area parkir sangat luas dan juga terkelola dengan sangat baik. Salah satu destinasi wisata yang harus di kunjungi ketika datang ke jogja.,1
20,"Bagus sekali. Cocok untuk wisata keluarga. Jalan² keliling candi, saran pakek sepatu lebih nyaman, karna tempatnya luas sekali. Tidak cocok untuk yang malas jalan. Bawa payung bagus juga karna disana panas sekali,  jangan lupa bawa air minum. Sekarang dilarang masuk kedalam untuk melihat patung roro jonggrang. Harga tiket untuk keliling candi Prambanan saja 50rb, untuk anak² 25rb. Untuk yang sekalian sekitar candi tiket lebih 50rb. Waktu menuju pintu keluar terdapat kebun binatang.",1
21,"One of the biggest hindustan temple. Semoga bener nulisnya. Sekedar info, sampai hari ini ( 14 august 2022 ) masih belum bisa naik masuk kedalam badan candi. Alias kita cuma bisa lihat2 dan keliling di bawah saja. Tp itu cukup kok. Kita masih bisa menikmati ke indahannya",0
22,"Tiket masuk 40rb/org. Paket tiket terusan dengan Ratu Boko jadi 85rb/orang. Ratu Boko posisinya tidak begitu jauh dari Prambanan sekitar 30menit. Kalau beli paket sudah disediakan mobil shuttle antar jemput Prambanan - Ratu Boko. Nanti balik lagi ke Prambanan. Kalau menurut saya lebih hemat paket. Ratu boko ini sepertinya bukan komplek candi, tapi bekas reruntuhan istana Ratu boko. Hanya terdapat gapura2 Masuk istana dan puing2 nya. Lumayan bagus untuk spot foto. Di Prambanan sendiri banyak candi2. Sebelum jalan kaki keliling, ada baiknya naik mobil tour keliling agar tahu situasi, 20rb/ orang.",0
23,"Candi yang megah. Saya datang di hari sabtu pagi, sekitar jam setengah 8 sudah sampai di kawasan candi. Saat itu sudah ramai pengunjung. Tapi belum penuh. Saya yakin jika datang lebih siang akan lebih ramai.",1
24,"Pengunjung datang dari luar kota, biasanya rombongan menggunakan bus bus. Harga tiket masuk dewasa khusus candi prambanan saja 50k, terdapat  pilihan tiket paket kunjungan candi prambanan yang lain. Tempatnya bersih, rindang pepohonan. Terdapat musola dan toilet di dalam kawasan candi. Jika hari cerah, kita bisa melihat gagahnya gunung di utara candi. Bawa payung atau topi jika datang lebih siang biar tidak terlalu merasa panas matahari. Tidak boleh membawa makanan dari luar.",1
25,"Tempat wisata sejarah yang wajib dikunjungi di Yogyakarta-Solo. Fasilitas lengkap seperti parkir, toilet, tempat makan, tempat istirahat, museum, pasar oleh-oleh dan unit kesehatan. Pengunjung bisa memasuki kawasan  Candi Prambanan, Candi Lumbung, Candi Bubrah, dan Candi Sewu. Dengan menyewa mobil tayo atau mobil golf bisa berkeliling kawasan candi. Tiket masuk Rp. 50.000 untuk pengunjung lokal dibawah usia 10 tahun.",1
26,"Recommended sekali untuk liburan keluarga,banyak disediakan tempat cuci tangan jadi ga perlu khawatir, jalan dari parkiran kendaraan lumayan bikin keringetan sih hehe, untuk pasar oleh2 harga disini relatif murah dan lengkap. Disini toilet juga cukup luas dan ada bberapa jadi tidak harus ngantri,untuk toilet mungkin bisa lebih dijaga lagi kebersihannya,karna toilet sangat bau sekali,entah mungkin ada bberapa pengunjung yang BAK ga disiram.",0
27,"Uang tiket masuknya 50K per orang hanya ke prambanan aja kalo sekalian  mau ke ratu boko jadi 85K per orang. Tempatnya bagus dan rindang / sejuk. Tapi sayang candinya lagi proses perbaikan, tapi masih banyak kok spot foto yang bagus, di dalam jga banyak jual souvenir, oleh oleh dan makanan juga. Rame wisatawan baik dalam dan luar negeri. Ada juga sprti zoo di dalam, cocok untuk wisata keluarga",1
28,"Saya dan keluarga pergi ke candi prambanan hari kedua/ketiga lebaran idul fitri 2022, kebayang dong ramenya kaya gimana? saat itu seingat saya  tiket masuknya 45ribu per orang. Sayangnya kami kesana pas siang-siang bolong, jadi panasnya bener2 menyengat. Jasa sewa payung pun habis ga tersisa karena pengunjung yang sangat banyak. Saran saya kalau mau ke candi prambanan, sore aja. View saat sore bener2 bagus, kita bisa lihat sunset juga disana.  Ohiya sekarang pengunjung dilarang menaiki candi, jadi cuma bisa foto-foto di sekeliling candi aja dan jalan2 di kawasan candinya.",0
29,"Candi Hindu terbesar di Indonesia. Menurut legenda, candi ini berjumlah 1000 yang dibangun oleh Bandung Bondowoso atas permintaan Roro Jonggrang dalam satu malam dengan bantuan jin. Namun ternyata, jumlah candi yang tercatat secara resmi adalah 240 saja. Oiya, untuk tiket masuknya sebesar 50.000 rupiah dan biasanya ada promo dengan metode pembayaran non-tunai. Coba tanya petugas loket dulu sebelum melakukan pembayaran. Siapa tau dapat potongan harga menarik. Komplek candi sangat luas sehingga pengunjung bebas mengeksplor seluruh area candi. Sayang saat ini sudah tidak boleh naik lagi ke bagian atas candi. Fasilitas penunjang di lokasi ini juga cukup memadai sehingga pengunjung dapat merasa nyaman selama berada di lokasi.",0
30,"Berkunjung hari Sabtu, 1 Ramadhan 1443 H. Sebelum masuk harus scan peduli lindungi. Harga tiket dewasa 50.000. Fasilitas lengkap mulai dari parkir, kamar mandi, mushola, tempat oleh-oleh. Candi nya terawat dan bersih.",1
31,"Pukul 15.00 terakhir bisa masuk kompleks candi nya. Ada museum candi prambanan juga yang bagus dan terawat, cocok untuk study tour. Bisa memberi makan kijang. Naik mobil tayo, sejenis skuter, dan sepeda karena jalan nya cukup jauh. Bisa 6,5 km untuk bolak-balik dan mengelilingi daerah candi. Tempat oleh-oleh nya harga nya wajar. Bagus bagus gantungan kunci 1000 an. Semua petugas nya ramah-ramah Terimakasih terimakasih kak telah berkunjung, salam sehat:)",1
32,"Tempat nyaman. Pelayanan ramah dan harga masih terjangkau untuk  mahasiswa, harga tiket dewasa mancanegara 50rb untuk anak-anak usia 3-10 tahun 25rb. Dilarang bawa makanan disni untuk jaga kebersihan. Ada fasilitas mobil kecil untuk keliling, fasilitas skuter dan juga sepeda. Waktu pertama masuk pasti ditawarkan jasa foto cetak seharga 20rb per  foto pakai mesin cetak kodak, untuk harga softfile 10rb per foto. Tapi bisa minta tolong tukang foto ya foto pakai hp jadi ga perlu beli filenya lagi. Saran untuk pengunjung bahwa selain candi Prambanan ada beberapa candi di komplek candi Prambanan seperti candi sewu, dan bisa dikunjungi menggunakan sepeda, skuter ataupun mobil kecil.",1
33,"Selalu menyenangkan berkunjung ke candi- candi di Jawa Tengah. Sangat terawat, bersih, dan nyaman. Terdapat cafe di dalam kompleksnya, jadi kalau capek tinggal melipir sejenak. Harga tiket masuk Juni 2022 adalah 50rb dewasa. Ada juga paket- paket lainnya seharga 85- 100rb, termasuk sarapan di cafe dalam kompleks. Untuk tour keliling candi ada mobil khusus, biayanya 20rb perorang.",1
34,Area parkirnya luas : Bis dan mobil terpisah ya Untuk mobil lumayan ada pohon2nya dikit Akses ke pintu masuk : Cukup jalan kaki ngga begitu jauh Jumlah loket juga cukup banyak Terakhir hari Sabtu ke Prambanan ngga  antri saat masuk Wisata : Kondisi sekarang masih belum boleh naik2 kedalam candi. Di pagar tralis Ada beberapa candi yang sedang di pugar. Ada beberapa turis mancanegara juga,1
35,"Menyenangkan dan memberikan pengalaman baru. Cuaca panas tapi sekarang sudah banyak tanaman dan rumput di sekitar yg membuat suasana lenih sejuk. Tersedia juga beberapa tempat bermain disekitar yg menyewakan sepeda, otoped listrik dll. Saran saya perbanyak bangku tempat duduk di sekitar pohon dan taman menuju pulang ke parkiran karena memang cukup melelahkan berkeliling situs candinya.",1
36,"Ke Prambanan terakhir tahun 2016 balik lagi kesini setelah sekian lama (walaupun sering juga ke area prambanan untuk kegiatan kantor tapi ga pernah masuk). Anak saya yang kecil sangat amaze karena dia baru denger cerita roro jonggrang aja. Datang weekday jadi ga terlalu rame, bisa dinikmati. Beberapa candi kecil sedang dipugar tapi tetap bagus. Sudah banyaj juga fasilitas-fasilitas tambahan yang mendukung seperti buggy car, taman bermain, panahan, spot foto. Jangan lupa juga ke tempat oleh- oleh. Harva di prambanan ini jauh lebih murah daripada di malioboro, apalagi kalau beli banyak.",1
37,"Candi termegah yang pernah aku kunjungi, magang disana selama 2 bulan dapet ilmu seputar ngeguide tamu asing sekalian belajar sejarah & bagian2 candinya. Tempatnya luas bgt, sering buat adain acara kemah, tanam pohon, bahkan ampe konser musik. Dibelakang candi Prambanan jg ada candi sewu yg ga kalah cantik, 2 bulan kesini jd udah cukup buat nikmatin view & suasana candinya. Sebelumnya jg pernah kesini, kalo malem jg ada pertunjukan ramayana Ballet tp tiketnya terpisah yaa ada yg indoor sama outdoor, better kalo mau pesen ramayana ballet pilih yg outdoor karena biar bisa liat view stagenya Candi Prambanan. Pak Jono Terimakasih sudah dibimbing selama jd trainee kurang lebih 2 bulan฀฀",1
38,"Meski tidak bisa naik ke candi, tetapi mengunjungi Prambanan selalu menyenangkan. Kalo kesini mending agak pagi, di awal2 jam buka atau sorean agar tidak terlalu kena panas. Bawa payung dan air minum sangat disarankan. Jangan lupa pulang mampir ke museum nya. Banyak informasi dan peninggalan2 di sana, untuk upgrade pengetahuan.",1
39,"Klo ke Jogjakarta sempetin yaa mampir ke salah satu situs peninggalan ini.... Selama pandemi covid, semua pengujung wajib scan peduli lindungi/vaksin, bagi yg tdk bisa vaksin krn alasan tertentu wajib menunjukan surat ket dokter . Untuk harg tiket bervariasi yaa, ada tiket khusus kliling prambanan aja atau tiket terusan dr candi prambanan ke candi- candi sekitar nya..untuk harga terjangkau. Untuk keterangan tiket ada difoto biar lebih jelas. Oh, ya begitu masuk candi nanti ditawarkan berbagai penawaran dr guide, bus dll dari harga 200 sudah keliling2  tanpa capek. Klo kita kemarin jalan kaki rame2 ke candi prambanan, begitu masuk wilayah candi di tawarin foto sekali jepret 20rb yang ada tulisan prambanan nya....masuk ke depan candi ditawarin foto lagi deh 20rb juga..nanti ambil hasil foto dipintu keluar.Hasil foto nya ok ok...",1
40,Setelah keliling candi keluar lewat pintu belakang dan beristrhat dibawah pohon sambil anak-anak sewa roda 2 saya pun tak mau ketinggalan .(nama  nya lupa ada difoto nanti yaa) sewa 20rb/10menit Setelah itu kita sewa mobil golf per orang 20rb kelilingcandi sewu dll...sampe pintu keluar prambanan.. Selamat berwisata ceria ....,0
41,"Candi Prambanan merupakan candi Hindu terbesar di Indonesia. Tiket masuk bisa dibeli langsung atau secara online melakui Tiket.com, traveloka atau travelink. Harga Tiket Dewasa Rp 50.000,- Harga Tiket Anak Rp 25.000,- Jasa pemandu wisata Rp 150.000,- Jasa Foto Rp 20.000,-/foto termasuk cetak. Tiket kereta untuk berkeliling candi Rp 20.000,-/orang",0
42,"Berkunjung ke salah satu cagar budaya yang dekat dengan area yogyakarta. Candi Prambanan selain situs sejarah, ini merupakan candi yang megah, juga indah. Kalo berkunjung kesini usahakan jangan siang hari, karena area disini panas banget juga berdebu.  Banyak spot foto menarik disini, yang bisa kalian jeprat-jepret sesuka kalian.",0
43,"Terakhir sekitar 3 tahunan yang lalu kemari, harga tiket kalau gak salah inget sekitar 35k dewasa, kemarin dateng lagi mendekati liburan anak sekolah, harga tiket dewasa sudah 50k anak2 25k, kali ini kita keliling nya naik kereta, sewa kereta keliling ke beberapa candi 200k untuk 8 org, terjaga kebersihannya 😍",1
44,"Kawasan candi prambanan memiliki 4 lokasi candi utama. Tapi memang jaraknya berjauhan, jika ditempuh dengan jalan kaki. Biasanya para turis hanya mengunjungi candi roro jongrangnya saja. + pemesanan tiket praktis melalui online payment dan prosesnya sangat cepat. + lahan parkir sangat luas. + tersedia mobil yang bisa mengangkut 4-12 orang. Untuk kapasitas 4 penumpang, siapkan dana 200k. Kita akan diantar ke seluruh candi oleh driver yg merangkap sebagai pemandu. Jika waktu Anda terbatas, saya  sangat menyarankan untuk gunakan fasilitas ini karena lokasi antar candi berjauhan. - di pintu keluar candi ada pasar oleh2 dengan harga yg sangat terjangkau. - sangat tidak disarankan untuk mengunjungi kawasan ini di jam terik matahari karena sangattttttt panas, walau sudah pakai topi dan payung.",0
45,"Mengunjungi wisata sejarah selalu menyenangkan..komplek candi2 yg indah, bersih dan nyaman..meski di bagian candi prambanan ada yg sedang dipugar.",1
46,"Bagi yg ingin keliling tanpa jalan kaki, bs naik kendaraan khusus yg disediakan pengelola..😊",0
47,"Candi Prambanan, candi yang eksotis, lumayan untuk berolah raga Kell candi. Bisa menggunakan aneka moda transportasi. Bus Tayo, mobil golf,  dan anak2 bisa bermain skuter listrik, sepeda ontel berdua, sendiri atau otoped Kell candi dengan harga 20-30 rb per 15 menit . Tiket masuknya  IDR 50 Untuk dewasa dan IDR 25 Untuk anak2 dibawah 10 th. Dan bisa juga menambahkan paket makanan di restoran, jadi biaya nya IDR 75 Untuk dewasa IDR 50 Untuk anak2 dibawah 10th. Kell candi mungkin sekitar 2km an.",0
48,"Dengan mengitari candi dan naik ke puncak Candi. Kita bisa membayar bapak tukang photo Kell dengan bandrol 20 IDR Dan dicetak besar. Karena cuaca yang panas sebaiknya kita membawa payung, kacamata hitam dari rumah atau kalian bisa membeli disana juga. Untuk pergi ke sana sebaiknya pagi hari ya, supaya gak kepanasan. Kami tiba disana sekitar jam 10 jadi belum begitu ramai. Masuk gak antri dan untuk berpoto juga masih enak dan belum banyak orang.",0
49,"Bangunan sejarah yang sangat fenomenal, historisnya suku jawa terpahat disini. Di museumnya juga kita dapat mempelajari sejarah kerajaan Jawa, kita jadi paham betapa agungnya budaya kita. Bangunan candi Prambanan sangat luas, berdekatan dengan candi-candi lainnya, salah satunya yang paling dekat adalah candi Bubrah, kita bisa berkeliling dengan naik  kereta yang sudah disediakan oleh pengelola. Berkunjung disini kita bisa juga belajar bahasa asing, karena banyak turis dari mancanegara. Koleksi souvenir juga lengkap, murah-murah...",1
50,"Setiap ke jogja pasti selalu mengunjungi Candi Prambanan. Bisa menggunakan trans jogja dengan harga Rp.3500 dengan kisaran waktu 1 jam. Untuk harga tiket dewasa Rp. 50.000 Fyi, hanya boleh membawa minuman ya gaiz tidak untuk makanan. Karena nanti akan ada pemeriksaan dan semua makanan dititipkan sebelum masuk Candi Prambanan. Tempatnya sangat luas, gak hanya terdapat Candi Prambanan saja. Kalau cape keliling bisa pakai golfcar dengan harga sekitar Rp. 20.000 an 💓",1
51,Terakhir kali ke sini dulu sekali waktu masih SMP. Sekarang candi Prambanan masih bagus dan eksotis sekali. Kebetulan ketika saya ke sana cuacanya panas jadi bagus ketika mengambil foto foto disana. Enaknya candi Prambanan itu akses nya yg mudah di temui. Karna berada di pinggir jalan raya Yogya-Solo. Tiket nya juga relatif terjangkau. Bagus untuk edukasi anak anak belajar mengenai sejarah nusantara.,1
52,"Tempatnya bagus dan juga memiliki pemanjangan yang indah, cocok untuk wisatawan yang sedang berad di Yogyakarta & terlebih bagi peminat sejarah karena Candi Prambanan ini juga merupakan candi tertinggi yang  ada di Indonesia.",1
