id,review,label
14,Baru 3 hari yg lalu berkunjung kesini. Semakin bertambah bagus dan rapi.membuat betah berlama lama menikmati indah suasana pantainya. Jadi kegiatan rutin berkunjung setiap pulang kekota kelahiran ibu.,1
15,"Sudah lama sekali gak berkunjung ke pantai PAI. Perubahannya banyak sekali. Lebih rapi, lebih bagus dan skg banyak pohon pinus buat duduk2 dan makan.",1
16,"Pantainya bagus, tempat makannya jg banyak. Kekurangannya masih banyak sampah dipantainya",0
17,"Ga jauh dari kota, saya datang pagi untuk melihat sunrise⛅️, banyak penduduk setempat yang sekedar jalan untuk berolah raga 🏃 its really good!! Tp lumayan banyak sampah, buang sampah pada tempatnya ya!!",1
18,1. Tiket masuk Rp. 5000/orang 2. Dekat dengan kota Tegal dari alun-alun sekitar 10 - 15 menit 3. Transportasi mudah dicari dan seperti ojek online bisa masuk (Tanpa bayar tiket masuk dan parkir dengan catatan hanya mengantar atau menjemput pelanggan) 4. Banyak makanan dan minuman disekitar pantai dengan harga yang murah dan enak 5. Pantai bersih dan aman 6. Pegawai di sekitar pantai pun ramah dan baik,1
19,"Sangat Bagus, banyak peningkatan, bersih dan terawat, adem karena banyak pohon, banyak tempat duduk. Recommended dah~",1
20,"Masuk 2 dewasa pake motor 22k Trus parkir 5k, pulang parkir lagi 2k 😅 popmie & es teh manis 19k , jam 5 udah d woro2 waktu berenang habis , Jadi yg niat ksini jangan Dateng Ksorean ,,sampah bserak dimana2 ,, harusnya pengelola siapin tong sampah di banyak titik, karna sy liat ga ada tong sampah, ,,semoga segera di benahi oleh pengelola .",-1
21,"Termasuk murah sih tiket masuknya.. saya datang pas masih libur lebaran jadi pantainya penuh bgt dan full sampah.. banyak pedagang juga..yg paling ga nyaman cuma kamar bilasnya sih.. jorok dan bau, mungkin karena pengunjung juga penuh.. semoga bs ditingkatkan lagi kebersihannya..",-1
22,"Kunjungan pertama kali ke Pantai Alam Indah, tiket masuk murah meriah cuman di dalam utk parkir kendaraan bayar lagi kirain udh jadi satu di loket depan hehe. Turun dari mobil banyak kios dan pedagang yang menjajakan makanan, mainan, souvenir dan lain sebagainya. Kondisi pantai cukup ramai pengunjung, ombak tidak terlalu tinggi dan meski pasir pantai berwarna hitam tapi anak-anak bahagia sekali bermain di pinggir pantai. Sayang masih banyak pengunjung yang membuang sampah sembarangan padahal sudah disediakan tempat sampah di beberapa titik. Overall untuk wisata murah meriah worthed dikunjungi bersama teman atau keluarga.",1
23,"Bagus tempatnya, sarana prasarana masih lengkap dan terjaga. D lengkapi dengan masjid juga. Enak pokoknya dsana, cuma makanannya ada yg enak ada juga yg kurang enak. Untuk tempat bilasnya juga bnyak bnget dan bnyak juga variatif airnya, ada yg pake ember, ada bak per kamarnya, ada bak nyatu sama kamar mandi yg lainnya. Perlu d perbaiki jln menuju pantainya, ada sebagian yg tergenang air kalau hujan deras.🙏 Have fun guys in your PAI",1
24,"Pantai Alam Indah disini lumayan enak sih. Tapi, tempat ini banyak sampah di pohon. Lebih baik kita harus buang sampah ditempatnya. - Disini ada persediaan ayunan tiduran, karpet dan       jajanan. - Disini ada tempat kamar mandi bilas, toko jajanan, tempat restoran luar, parkir, dll. - Kamar mandi bilas seger banget dengan sabun dan shampo. - Tempat pantai disini rame banget disini.",1
25,"Pantainya masih kotor karena dekat pelabuhan.. Tapi sudah lebih rindang daripada dulu. Sayangnya jam 6 sore dah tutup.. Di jogja, wisata pantainya buka 24 jam...",-1
26,Pertama kalinya berkunjung ke pantai ini. Cuacanya untung bersahabat tidak terlalu terik matahari. Harga tiket masuknya pun terjangkau. Bagus untuk sekadar ambil foto ataupun menikmati segelas air kelapa muda,1
27,"Bagus airnya melimpah ruah berasa lg dilaut hehe, banyak spot buat foto2 apalagi yg di pelampung bagus bgt buat foto. Makanan juga murah²",1
28,Pantai Tegal yang sangat dekat dengan Kota Tegal terutama Hotel Premier kebetulan mau lanjut perjalanan pulang melalui jalan tol singgah dulu pukul 08.00 ke Pantai Alam Tegal.  Karena masih pagi dan bulan puasa juga habis hujsn mungkin penjual dan pengunjungnya masih perjalanan JADI tampak lengang dan SEPI.  Sekitar pantai tampak banyak tenda tenda penjual makanan menunjukkan betapa ramainya pengunjung di hari biasa.  Banyak digelar tikar dan tempat tidur bandulan.  Tempat lumayan bersih  Untuk pantai lumayan indah tapi ada beberapa sampah tapi secara umum bersih  Sangat rindang banyak sekali pepohonannya  Sepertinya ini di wilayah TNI Angkatan Laut.,1
29,"Kurang memuaskan bagiku sih apalagi tiket parkir double udah bayar di depan htm masuk + parkir, di tempat parkir diarahkan bayar lagi",-1
30,Tiket masuk murah meriah...ada lesehan yang cukup banyak bisa buat duduk bersantai ria dg keluarga tercinta...pantai anadalan kalau pulang kampung😁,1
31,"Tempat lumayan bagus d banding 10 tahun lalu 🤣, banyak yg berubah, cuma masih banyak sampah d pantai",0
32,"kotor, dan terlalu banyak pungli  wkwk pas masuk baru datang udah bayar tiket dan dikasih struk kan? di struk tertulis biaya palkir motor 2000 jadi otomatis harusnya udah free Palkir, lah pas mau jalan ke pantainy diminta 5000 lagi pantesan pejabatnya pada korupsi org rakyat yg memilihnya aja pada ngelakuin korupsi kecil atau (pungli).",-1
33,Kalau datang ke sini pagi-pagi udara sejuknya bisa bikin kamu merasa fresh n plong. Jadi keterusan sampe sekarang. Kesini juga buat terapi nyembuhin batuk ataupun sesak nafas. Bisa juga buat terapi kakiii. Nyokap aku tiap hari berendem disini kakinya makin bersih Dan sedikit putih,1
34,"Pantai rumayan bersih dan indah,, pedagang bnyak tempat parkir luas...area bermain anak juga ada. bnyak kapal² gede yg berlabuh ditengah.. Tp airnya kurang jernih..",1
35,"Tiket masuk 15 rb , parkir 5 rb . tempatnya lumayan asyik , utk Renang tepi pantai juga masih bisa 😁",1
36,"Tempat parkirnya sepanjang pantai jadi luas banget dan tiket masuk juga murah, hanya saja banyak sampah yang berceceran di sekitar pantai.",1
37,Baru bisa Kasih Bintang 2 .. Perlu banyak Perbaikan. First Time wisata ke sini. Pemandangan nya bagus. Di sarankan sore hari  Update Harga Tiket masuk Bulan September...  Untuk Kebersihan Pantai mohon pihak pengelola bisa lebih di perhatikan.  Karena banyak banget sampah yang Berserakan.. meskipun Alam nya bagus kalau banyak sampah kan ngak enak juga ...,-1
38,"Pantainya ga begitu bersih, banyak sampah berserakan, airnya jg ga bening, yaahh spt pantai pd umumnya lah, walo gt tp banyak jg anak2 kecil yg hepi berenang 😁  cuacanya mayan panas klo siang, tp alhamdulillaah banyak pepohonan bt berteduh, yg jual makanan dan kelapa muda jg banyak, toilet dan tmpt bilas jg ada.. tiket msk murah meriah, kami ber 4 byrnya 20rb, nti msk parkiran ada tiket lg 5rb klo ga salah.. mayanlah dpt bbrp foto disini",1
39,"Pantainya sangat indah, sejuk dan rindang tidak seperti dulu Panas, Tiket Masuk sangat Terjangkau sekali hanya : Rp. 2K/Org. Tapi Sayangnya Toiletnya Bayar Dan masih terlihat kotor dipesisir pantainya, kalau bisa disetiap 5 meter kasih Tong Sampah Saran Saja.",0
40,Pantai yang indah dan suasana nya mantap pantai nya bersih,1
41,"Pemandangannya lumayan, masih cukup ramai walaupun saya ksana jam 4 sore. Toilet/kamar bilas cukup banyak, 3000,- perorang untuk toiletnya. Tiket masuknya lupa berapa, tp murah. Anak saya yg 9th ga diitung malah.",1
42,"Pantai alam indah cocok untuk bersantai dan nongkrong di antara rerimbunan pohon cemara yang memang cukup banyak di Pantai ini. Untuk kondisi pantainya sendiri tidak recomended untuk berenang karena area pasirnya sempit, air kurang jernih, dan ombaknya terlalu tenang (kecuali di musim tertentu). Kuliner di sekitar pantai tidak terlalu mahal. Harga tiket masuk 3K + asuransi 300 tp biasanya digenapkan jadi 4K. Saran jangan berlibur di hari Minggu karena cukup padat dan parkirannya di luar area pantai.",0
43,"Paling suka kalau ke PAI itu pas sore ngeliat sunset dengan angin khas pantai yang adem poll sambil makan baso sama minum good day Freeze wkwk. Untuk kebersihan lingkungan oke lah, tapi kesadaran pengunjung untuk membuang sampah pada tempatnya masi kurang. Overall cakep si😍",1
44,Cocok buat sianak senja 💫,1
45,"Pemandangannya bgus tiketnya murah tp makanannya pda mahal es kelapa 20rb, es gooday 10rb tp rasanya kelapa tua dan beli mendoan 15rb sma bkso nya 15rb tp rasanya pke indomie dan basonya dh pda asem. Smpah kapok bgt mna mendoannya bau kecoa lgi🤮",0
46,"Sip.. Tempatnya bagus, akan lebih indah lg klo sampah pinggir pantainya lebih sering dibersihkan lagi",1
47,"Pantai dengan ombak yg kecil. Bisa di pakai berenang untuk anak-anak. Ada anjungan dari plastik juga jadi kita bisa berjalan ke laut tanpa harus basah.  Fasilitas sangat lengkap Harga tiket Rp. 22 rb (1 motor, 2 org) Parkir 5 rb",1
48,"Bersih, enak buat ngadem  sunsetnya keren",1
49,"Pantai ⛱ eksotis di kota Tegal. Pantai landai berpasir tidak terlalu dalam dengan ombak yang cukup tinggi. Jajanan dan kuliner beragam dengan harga standar. Bilas dan tempat ganti banyak tersedia, berbayar antara 3000-5000 rupiah/orang. Parkir luas dan tiket tidak mahal. Ada monumen pesawat dan mobil tank tempur untuk swaphoto. Tidak ada penjaga pantai, anak-anak harus didampingi pengawasan ekstra untuk keamanan.",1
50,pantainya bersih . sangat cocok untuk bermain bersama keluarga. pedagangnya ramah dan di sediakan ayunan enak untuk bersantai,1
51,"Cukup bersih, anak asik bermain dan sediakan uang yang cukup untuk masuk, parkir, tikar, bilas, makan dan minum kalo hari libur besar masuknya 11rb parkirnya 5rb dan tikar 25 asal bisa nawar dan milih bisa lebih rendah harganya",1
52,"Mosok parkiran mahal masa motor bayar 12k,,masuk lagi 5k buset kaya apa aja,,terus beli es susu putih sama susu coklat aja sampe 20k 🤣🤣mahal ampun ni wisata apa manfaat tin jualan parahh ,,",-1
53,Kotor Banyak sampah Air hitam Saya berharap ada petugas kebersihan untuk membersihkan Petugas patroli untuk menjaga pantai terutama menegur yg buang sampah sembarangan Jangan cuma petugas yg minta retribusi aja,-1
54,"Ok buat nongkrong, ngopi"" malem bareng teman"",  kalo siangnya enakan buat rekreasi sama keluarga dan sanak saudara. Beberapa tempat yang lain mungkin lebih baik dari segi kebersihan dan wahana wisata yang lebih banyak tapi untuk tempat yang paling dekat, ini sih ok juga.",1
55,"Pemandangannya bagus, sayang pantainya kotor seperti tidak terawat...",0
56,"Salah satu wisata yg wajib dikunjungi ketika maen ketegal, pantainya bagus sangat cocok buat menikmati sunrise atau sunset. cuma kebersihan masih kurang banyak sampah berserakan dimana mana. Saran buat pengelola lebih ditingkatkan lagi dalam hal kebersihan dan buat para pengunjung juga jgn buang sampah sembarangan",0
57,Kurang tertata rapi Keberaihan kurang di jaga,-1
58,"Tempat wisata pantai yang murah meriah dengan fasilitas yang cukup lengkap sangat cocok untuk wisata keluarga atau group, kedai makanan yang bervariasi ragam menu dan gaya penyajiannya. Lahan parkir yang sangat luas .. tmlokasunya sangat dekat dengan pusat kota Tegal dengan akses yang sangat mudah. Semoga kedepannya lebih dikembangkan lagi dengan ditambahnya wahana permainan air dan jangan lupa safety guard/ penjaga pantai demi keselamatan bersama.",1
59,Bagus tempatnya..cocok untuk bersantai..fasilitas dasar ada,1
60,"Pantai terburuk. Hanya tahan 5 menit didalam dengan ormas & lingkungannya . Airnya tercemar batubara, tiap tikungan dipalak ormas berbaju biru, meskipun tidak masuk tetap dipaksa bayar. Bayar retribusi parkir didepan tapi didalam masih diminta. Mau duduk di tepi pantai sudah tidak bisa karena dibooking orang penyewaan karpet & harus bayar. Harga tiket dinaikkan seenak jidat, pantai terkotor yang pernah saya lihat, jin mau buang anak juga jijik lihat tempat dan kelakuan ormasnya. Semoga setiap nafas ormas tukang pungli disini jadi dosa karena makan uang haram.",-1
61,"Pantainya enak, luas. Pedagang-pedagang juga rapi. Tempat parkir luas. Disini juga ada jogging track. Cocok untuk olahraga pagi, sore atau hanya jalan santai. Insfratruktur disini juga lengkap. Harga tiket terjangkau, hanya 3-5rb per orang.  Tapi sayangnya masih banyak sampah. Buat yang dateng kesini jangan buang sampah sembarangan ya!",1
62,Bagus sih cuma kurang bersih di area tepi pantai,0
63,"Ramah anak .tapi harus harus siapin uang lebih untuk jajan. Swafoto di setiap tempat makan bagus. Ada jembatan apung,hutan mangrove. Dan moesium  dirgantara jujugan pelajar jurusan penerbangan.",1
64,Mesjid nya lumayan bersih walau air wudhunya agak asin kayak kuah sop.,1
65,Pantai tidak terlalu luas. Fasilitas nyebur ke air kurang. Entah karena saat itu berkunjung di weekday dan bukan musimnya wisata.,-1
66,"Tempatnya bagus bersih sepi, sayang cuma sebentar",1
67,"Bagus sih pantainya banyak pohon pohonan di pesisir pantainya ada banyak ayunannya juga, enak bisa buat berteduh sambil santai makan makan di bawah pohonan sambil liat luasnya lautan dan di iringi suara deburan ombak. Mungkin untuk kebersiahan bisa di tingkatkan lagi karna masih banyak sampah berserakan.",1
68,"PAI ""Pantai Alam Indah"" merupakan salah satu objek wisata yang ada di wilayah Tegal Jawa Tengah. Pai salah satu objek wisata yang tergolong murah yang menyediakan pemandangan laut. Untuk harga masuk tidak terlalu jelas karna untuk per mobil dengan isi 8 org (dewasa dan anak) di bandrol 20rb saja. Di sekitaran laut terdapat banyak sekali pedagang kaki lima, mulai dari pedagang mainan, makanan, sampai pakaian. Untuk pedagang di sana seperti sudah mendapatkan arahan mengenai harga jual, karna hampir setiap pedagang menjualkan dagangannya dengan harga yang sama dan tergolong murah. Selain itu di Pai juga terdapat spot foto seperti museum kapal, tank, monument, dan lainnya. Di Pai juga terdapat hutan bakau yang membuat tempat tersebut terasa asri dan tidak terkena panas matahari.",1
69,"Pantainya bersih, biaya masuk terjangkau, klo kesini bagusnya pagi klo ga sore yah krna klo siang panas bngt gresang.. mngkin kedepanya area parkirnya diperbaiki lebih ketat lagi agar lebih aman jga.",1
70,parkiran terlalu mahal untuk motor,-1
71,"Tiket masuk murah, fasilitas cukup memadai, pantainya pun ramai pengunjung. Harga makanan & minuman pun wajar, tidak seperti daerah wisata.",1
72,"Pantai yang paling dekat dengan kota Tegal, wisata murah meriah. Banyak sekali pedagang dan kalo libur ramai sekali pengunjung tapi sayang masih banyak sampah yang berserakan. Pantai alam indah buka 24 jam tapi waktu kemaren libur tahun baru tutup. Sebelum masuk ke area pantai ada banyak patung pesawat tank dan masih banyak lagi yang sangat cocok untuk anak kecil",1
73,"Entah gaada tong sampah atau apa, sampah di belakang numpuk, semuanya Sdh bagus tinggal ini saja",0
74,Destinasi laut yang recomend Tempat nya bagus Parkiran luas Ada hutan kota nya juga jadi membuat udara agak adem .. jarang jarang laut yang memiliki hutan kota begini Ada track untuk pejalan kaki nya juga Dannn yang lain dari yang lain itu ada satu spot untuk kita selpi yang menggunakan pelampung ...saya ngk tau apa nama nya ...tapi ini kerenn.. awal nya agak agaj takut tapi lama lamaa koq menikmati ya gelombang gelombang nya Pokoknya kerenn wajib di kunjungiii,1
75,"Pantai Alam Indah Kota Tegal atau yang lebih akrab disebut PAI, kawasan wisata pantai dan keluarga.  Berjarak 15 menit dari pusat kota dan berada di jalur pantura Tegal - Semarang.  Kawasan yang dibangun dari tahun 1974 dan beroperasi tahun 1978 memiliki luas 21 hektar yang terdiri dari pantai,  kawasan mangrove dan cemara.  Dengan jam operasional dari pukul 05.00 sd 22.00 wib.  Tanda masuk sangat murah hanya 2.000 Rupiah untuk dewasa dan 1.000 untuk anak-anak.  Disini kita bisa menikmati pemandangan pantai utara pulau Jawa,  Museum Bahari,  Waterboom dan kuliner khas pesisir.  Pantainya bersih,  ada tracking jogging, panggung hiburan dan lesehan dibawah rindangnya pohon cemara dan waru.  Tempatnya bersih dan aman.",1
76,"Tempatnya bagus, suka dg ombaknya yg besar. Meskipun di bbrp spot ada yg kotor. Tp masih suka",1
77,Masuk beli tiket untuk 2 orang plus mobil 7rb. Parkir bayar lagi 5rb. Pantai nya kotor. Warung tenda nya seperti tidak terawat. Yg bagus udah ada jalan keramik sepanjang pantai. Jelek nya gak ada yg menarik disini. Tapi kalo cari suasana pantai boleh juga sih.,-1
78,"enaknya kesini sore hari, anginnya sepoi sepoi. duduk di pinggir pantai memandang ke arah laut sambil berbincang dengan teman/ kekasih. menantikan sunset yg terlihat samar2...",1
79,Bagus pemandangannya tiketnya juga murah bisa buat nongkrong juga karna ada warung warung di sana,1
80,SERBA MAHAL. Duduk aja Di mintain uang 25.000  Emang itu pantai punya bapa loe...😂😂,-1
81,Pantainya lumayan bersih Tidak terlalu kotor,1
82,Sangat seru berkunjung ke PAI di pagi hari,1
83,"enggak terlalu bagus sih, tapi karena ini hometown gw jadi gw recomended  sayang banget air bilas nya asin, ada masjid nya, tapi sayang banget, masjid nya kurang terawat. juga kadang tutup kadang buka, jadi ga bisa selalu sholat di sini. di masjid nya juga airnya asin.  di pantai nya banyak sampah, kayak kurang terawat gituh. karena tiket masuk nya murah kali ya.  terus banyak tempat-tempat yang udah agak rusak.",-1
84,"Destinasi wisata pantai d kotamadya Tegal, mudah d tuju dr jalur utama arah Tegal - Pemalang. Banyaknya pengunjung yg kurang memcintai alam. Seenaknya membuang sampah, bukan tdk mungkin, akan mengurangi jumlah pengunjung, karena pencemaran d pinggir pantainya",-1
85,"Sekarang jadi lebih adem dan, karna sudah banyak pohon, dan juga tempat duduk. Semoga bisa makin bersih dan tidak disalahgunakan ya saung saungnya. *jepretan pribadi @raditya_anjar",1
86,"pantainya busuk , kotor semua gaenak sama sekali",-1
87,Gak pernah bosan kesini Karena Sudah menjadi tempat istirahat Sebelum melanjutkan perjalanan lagi,1
88,"Wisata favorit warga kota tagal ,suasananya nyaman ,parkir kendaraan dikelola dengan baik ,kedai makanan yang sangat terjangkau harganya ,kebersihan lumayan tinggal kesadaran para pengunjung yang perlu ditingkatkan agar tidak membuang sampah sembarangan ,mari kita jaga bersama",1
89,"Kami pergi ke pantai alam indah tegal pada tgl 4 mei 2022 setelah lebaran , kondisi pantai ramai sesak",-1
90,Masih sama aj kya dulu masalah kebersihan ny...tp banyak perubahan t4 nya sama tata letak nya...,0
91,Deretan Pantai Utara Pulau Jawa. Pasirnya berwarna abu-abu . Beberapa poin plus dan minus menurut saya ketika saya berkunjung : plus - Harga tiket masuk sangat-sangat terjangkau saya kesana diakhir tahun 2021 bertiga dan membawa mobil dikenai tiket masuk Rp12.000 . -Ombak pantai tidak begitu tinggi jadi aman untuk anak bermain-main atau berenang dipantai - Banyak pilihan tukang makanan dengan harga terjangkau. Saya pesan kelapa dan Bakso perporsinya dengan harga Rp15.000 - Banyak tempat bilas - Terdapat Masjid yang besar di depan pantai - Banyak pohon-pohon dan tempat duduk lesehan jadi jika panas terik bisa duduk-duduk di area ini - Terdapat wahana seperti kereta dan permainan anak Beberapa kekurangan yang dapat di perbaiki 1. karena pengunjung ramai maka banyak sampah 2. Beberapa area kotor 3. Banyak pengemis 4. Jika jalan kaki maka cukup jauh jadi kesimpulannya pantai ini cocok sekali untuk rekreasi keluarga atau bersama teman-teman.,1
92,"Lokasi cukup luas, nyaman, cocok utk melepas kepenatan, penataan tempat sangat rapi dan bersih",1
93,"Tempatnya lumayan bagus,murah lagi...👍🏻 Cuma masalah sampah saja kalo di pantai sama seperti yg lain harus lebih di jaga kebersihannya...",1
94,"Saya Dari Cirebon. menurut saya Pantai nya bagus,,,. ramai. Pas lagi main ke sana,. kebetulan banget ada Acara Via vallen,,,. Dalam memeriahkan acara,, . Hari jadinya Kota Tegal. 👍👍👍",1
95,"Hanya singgah sebentar saat menjelang malam tiba, merasakan suasana pantainya yg tenang dan cukup terawat. HTM Rp2500,-/org.",1
96,"Rekomendasi wisata pantai sangat bagus di wilayah pesisir Pantura Brebes Tegal, tiket masuk murah, suasana adem, nyaman, harga makanan dan minuman juga terjangkau, rutin sekali kesini setiap balik dari perantauan",1
97,"Harusnya disediakan banyak tempat sampah, karena banyak yg buang sampah sembarangan Klo bisa bayar parkir sekalian di depan loket biar ga ada pungli",-1
98,"Tempat bersih dan tertata rapi, harga tiket terjangkau",1
99,"Nice place. Datang pagi2, mau menikmati pantai, pesan degan & duduk lesehan menggunakam tikar. Cocok buat family time di pagi/sore hari.",1
100,"Tegal kota bahari... Salah satu tempat wisata yang menawarkan keindahan alam pantainya ini terletak di Tegal. Dengan berbagai fasilitas, penataan serta perawatan yang baik, tempat ini terlihat rapi. Tempat ini sangat cocok bagi mereka yang ingin memandang hamparan laut yang luas.",1
101,"Tempatnya luas,tiket masuknya murah,toilet dan tempat bilasnya juga banyak,tapi sayang pantainya kotor banyak sampah.",1
102,Tempat yg cocok buat liat sunset,1
103,"Tempat wisata murah meriah. Tiket @2500 dewasa. Anak gratis. Tiket parkir mobil 5000. Banyak warung buat nongkrong, juga ada beberapa wahana mainan anak seperti kereta listrik kecil ala pasar malam. Ada juga area bermain anak. Saat hari biasa sepi, kecuali mulai sore hingga malam. Hari libur selalu ramai. Bagian barat cukup pendek, dan berakhir dengan putar balik lewat masjid barat parkiran. Ke timur, ada pintu ke wisata manggrove dan anjungan dari jembatan ponton.",1
104,"Tempat wisata alternatif keluarga yg ada di daerah kota Tegal... Untuk sampah2 di sekitar pantai, agar lebih di perhatikan, terutama untuk para pengunjung agar selalu menjaga kebersihan...",0
105,"Murah meriah buat liburan yg deket, cuma sayangnya kotor bgt banyak sampah dimana2, pengunjung banyak yg buang sampah sembarangan walaupun ada beberapa titik tempat sampah.",0
106,Pantainya sangat indah namun banyak sampah pdhal tersedia tempat2 sampah namun masih bnyak pd buang sampah sembarangan jd bikin kotor PAI hhhh😇😚,0
107,"Bagus parkir luas, banyak kamar mandi wc, tp entah kenapa kesan pantainya kotor ya? Banyak penjual makanan khas tegal dg harga normal. Kalo weekend ramai bgt. Minggu kmrn dari sana, ada yg dangdutan (petugas pantai??) Tp trus muter minta duit katanya hiburan trus seolah malah ky ngamen gitu. Suaranya bagus sih, tp malah berisik, pengen santuy dapat ketenangan malah keganggu dangdutan. 1 lagi.. kalo siang waooow the hot is not public, puanase ora umum.",0
108,Tempat yg sangat indah untuk bisa melepas rindu terhadap laut..jarak nya yg sangat dekat dengan st.tegal..bikin hati jadi riang...pokonya nyesel kalo ke Tegal ga mampir ke Pantai Alam Indah..yu..agh kita ke pantai...,1
109,Bagus sih cm bnyk smpah. Dan warung2 penjual makanan minumnya mahal mahal. Masa duduk ajaa hrs beli.,-1
110,"tempatnya nyaman, karenanya next tempat hiburan bisa mengundang wisatawan agar mau kembali lagi, karena masih pandemi selalu gunakan masker",1
111,"Hari Sabtu terpantau sepi, pengunjung tidak terlalu banyak.  Banyak pedagang kaki lima di bibir pantai yang seharusnya bisa ditertibkan lagi, karena bisa jadi mengganggu kenyamanan wisatawan.  Bukan maksud saya kontra terhadap pedagang kecil, namun alangkah baiknya jika pedagang kaki lima/asongan memiliki area sendiri agar tidak menganggu wisatawan yang berkunjung.  Dan sampah, saya lihat masih banyak sampah yang berceceran di jalan.",-1
112,Bagus banget bagi kalian yang suka traveling cocok banget dahh yu langsung cobain aja kesini pasti ngak nyesel deh  Bantu follow instagram saya @wafaubed_,1
113,"Tiket 6 orang 20k, tikar 25k, bilas 5k. Pantai kurang bersih. Berisik oleh suara rekaman Satgas Covid.",-1
114,"Pantainya lumayan bagus viewnya juga taman magrove tapi pantainya agak kotor.. Alhamdulillah sekarang sudah terlihat bagus. Banyak perbaikan disana sini sehingga pengunjung cukup berkesan datang kesana. Sayang, masuk kesana lumayan mahal parkirnya motor 3.000 masuk 2 orang plus motor 8.000.",0
115,"Tempatnya lumayan bisa buat hiburan tapi airnya kotor,  banyak sampah,  sama kurang tertata. Tapi harga tiket masuk murah",-1
116,Bisa buat healing sejenak. Tetapi sampah dimana-mana. Harga tiket 4 orang 23rb.,0
117,Pantainya bagus ramai cuma banyak oknum yg tidak bertanggung jawab atas sampah yang mereka bawa dan di buang dengan tidak pada tempatnya .. semoga kedepannya PAI lebih indah ❤️❤️❤️,1
